Symbol,Name,Price,"Dopeler
ROE
(Ave.)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
POWL,"Powell Industries, Inc.",40.40,47.4%,0.81,8.2,12.2%,49.84,5.197,-2.12,Consumer Durables,Electrical Products,7.5%,61.7%,122.3%,-2.1%
POWI,"Power Integrations, Inc.",31.21,35.2%,1.19,12.2,8.2%,26.23,2.230,3.93,Technology,Semiconductors,37.8%,41.9%,32.0%,29.1%
PWER,"Power-One, Inc.",4.07,72.6%,0.45,5.1,19.6%,9.03,1.014,-1.11,Capital Goods,Industrial Machinery/Components,62.3%,218.7%,35.3%,-26.0%
POWR,"PowerSecure International, Inc",6.32,10.9%,2.69,25.0,4.0%,2.35,0.265,-0.30,Miscellaneous,Business Services,-17.6%,-32.0%,-8.7%,101.8%
PWAV,"Powerwave Technologies, Inc.",0.35,-7.3%,N/A,N/A,N/A,-13.81,-0.422,-9.59,Technology,Radio And Television Broadcasting And Communications Equipment,-27.9%,-2.5%,1.5%,-0.2%
POZN,"Pozen, Inc.",5.35,1442.0%,0.69,4.5,22.2%,7.71,0.429,3.42,Consumer Durables,Major Pharmaceuticals,7333.2%,2381.8%,-2052.9%,-1894.1%
PRAN,Prana Biotechnology Ltd,2.46,-1346.1%,N/A,N/A,N/A,-3.15,-0.339,0.23,Consumer Durables,Major Pharmaceuticals,-2304.9%,-1185.0%,-800.1%,-1094.5%
PLPC,Preformed Line Products Company,56.84,9.5%,2.86,20.4,4.9%,19.91,3.541,-15.50,Basic Industries,Water Supply,7.2%,11.3%,14.5%,4.8%
PRXI,"Premier Exhibitions, Inc.",2.74,-21.2%,N/A,N/A,N/A,-1.38,-0.121,-0.16,Consumer Services,Services-Misc. Amusement & Recreation,-12.0%,-20.0%,-23.9%,-29.1%
PRGX,"PRGX Global, Inc.",6.43,35.7%,1.21,11.6,8.6%,5.30,0.715,-1.85,Consumer Services,Diversified Commercial Services,37.8%,5.5%,60.6%,39.1%
PCLN,priceline.com Incorporated,667.80,754.2%,2.26,23.9,4.2%,295.57,26.765,27.92,Miscellaneous,Business Services,1220.4%,911.7%,425.9%,458.9%
PSMT,"PriceSmart, Inc.",78.12,20.2%,3.88,31.0,3.2%,20.15,2.758,-7.43,Consumer Services,Department/Specialty Retail Stores,22.4%,19.1%,24.0%,15.2%
PACQ,Prime Acquisition Corp.,9.89,N/A,N/A,N/A,N/A,N/A,N/A,1.05,Finance,Business Services,N/A,N/A,N/A,N/A
PNRG,PrimeEnergy Corporation,27.50,2.1%,N/A,20.0,5.0%,-14.21,4.188,-56.09,Energy,Oil & Gas Production,-1.0%,3.7%,-5.2%,10.9%
PRMW,Primo Water Corporation,1.02,-29.8%,N/A,N/A,N/A,-10.10,-0.867,-1.43,Consumer Non-Durables,Food Distributors,-29.8%,-41.3%,-18.4%,N/A
PRIM,Primoris Services Corporation,14.46,77.7%,0.54,6.2,16.2%,26.83,3.226,-5.42,Basic Industries,Water Supply,32.6%,73.5%,67.9%,136.9%
PKT,"Procera Networks, Inc.",20.25,189.8%,4.39,56.0,1.8%,4.62,0.340,1.22,Technology,EDP Services,189.8%,N/A,-66.0%,-175.8%
PDEX,"Pro-Dex, Inc.",2.01,10.3%,0.65,6.2,16.1%,3.08,0.283,0.25,Health Care,Medical/Dental Instruments,-13.9%,23.7%,15.3%,16.2%
PGNX,Progenics Pharmaceuticals Inc.,2.28,-108.9%,N/A,N/A,N/A,-6.56,-0.838,1.82,Consumer Durables,Major Pharmaceuticals,51.2%,-176.6%,-189.8%,-120.2%
PRGS,Progress Software Corporation,20.12,87.6%,1.12,11.2,8.9%,18.01,1.772,0.29,Technology,Computer Software: Prepackaged Software,118.2%,83.6%,59.9%,88.8%
PFPT,"Proofpoint, Inc.",11.06,5.4%,N/A,333.5,0.3%,-0.69,0.036,-1.06,Technology,EDP Services,-8.7%,19.6%,N/A,N/A
PRPH,"ProPhase Labs, Inc.",1.57,-42.0%,N/A,N/A,N/A,-1.83,-0.167,-0.16,Consumer Durables,Major Pharmaceuticals,-46.7%,-72.7%,-5.8%,-42.8%
PGRX,Prospect Global Resources Inc.,1.65,N/A,N/A,N/A,N/A,N/A,N/A,0.08,Basic Industries,Homebuilding,N/A,N/A,N/A,N/A
PWX,Providence and Worcester Railroad Company,13.70,-7.6%,N/A,N/A,N/A,-29.56,-2.351,-6.05,Transportation,Railroads,-5.3%,-7.9%,-7.7%,-9.3%
PSDV,pSivida Corp.,1.29,-76.1%,N/A,N/A,N/A,-0.41,-0.074,0.33,Capital Goods,Biotechnology: Laboratory Analytical Instruments,-242.2%,-102.5%,242.6%,-202.1%
PSSI,PSS World Medical Inc.,28.49,60.9%,1.38,12.4,8.1%,20.63,3.259,-11.96,Health Care,Medical Specialities,59.2%,62.2%,61.8%,60.3%
PMD,Psychemedics Corporation,11.25,36.4%,1.18,11.9,8.4%,9.56,0.903,0.53,Health Care,Medical Specialities,43.3%,36.9%,22.2%,43.1%
PURE,"PURE Bioscience, Inc.",0.88,-401.8%,N/A,N/A,N/A,-5.93,-0.568,-0.25,Basic Industries,Major Chemicals,-372.4%,-410.0%,-397.8%,-427.0%
PCYO,Pure Cycle Corporation,2.37,N/A,N/A,N/A,N/A,N/A,N/A,-3.28,Public Utilities,Water Supply,N/A,-11.5%,-11.4%,-11.2%
QCCO,"QC Holdings, Inc.",3.30,N/A,N/A,N/A,N/A,N/A,N/A,-3.15,Finance,Investment Bankers/Brokers/Service,N/A,N/A,N/A,N/A
QKLS,"QKL Stores, Inc.",0.82,13.9%,0.36,8.2,12.2%,2.27,0.815,-5.88,Consumer Services,Food Chains,2.6%,-24.8%,63.8%,N/A
QLIK,Qlik Technologies Inc.,19.45,440.6%,2.20,22.9,4.4%,8.83,0.825,0.57,Technology,Computer Software: Prepackaged Software,317.6%,584.0%,420.2%,N/A
QLGC,QLogic Corporation,8.75,89.1%,0.31,1.9,53.1%,28.62,2.447,4.15,Technology,Computer Communications Equipment,62.6%,73.1%,88.4%,132.5%
QLTI,QLT Inc.,7.92,75.1%,1.17,13.6,7.4%,6.80,0.313,3.66,Consumer Durables,Major Pharmaceuticals,-84.1%,76.7%,317.4%,-9.5%
QCOM,QUALCOMM Incorporated,63.37,131.6%,1.34,13.5,7.4%,47.45,4.574,1.71,Technology,Radio And Television Broadcasting And Communications Equipment,124.1%,114.6%,98.8%,188.8%
QLTY,"Quality Distribution, Inc.",6.74,2.5%,N/A,90.7,1.1%,-12.21,0.235,-14.55,Transportation,Trucking Freight/Courier Services,4.1%,-3.1%,11.4%,-2.5%
QSII,"Quality Systems, Inc.",17.94,399.0%,0.74,7.4,13.5%,24.27,2.433,-0.06,Technology,EDP Services,336.8%,390.2%,395.2%,473.9%
QBAK,Qualstar Corporation,1.43,-52.7%,N/A,N/A,N/A,-0.43,-0.131,0.88,Technology,Electronic Components,-51.8%,-49.0%,-51.4%,-58.6%
QLYS,"Qualys, Inc.",13.38,62.6%,1.72,18.2,5.5%,7.77,0.685,0.93,Technology,Computer Software: Prepackaged Software,62.6%,N/A,N/A,N/A
QCOR,"Questcor Pharmaceuticals, Inc.",25.66,3120.7%,1.10,11.2,9.0%,23.26,2.062,2.64,Consumer Durables,Major Pharmaceuticals,3864.2%,2355.9%,2470.4%,3792.1%
QUIK,QuickLogic Corporation,2.07,-18.4%,N/A,N/A,N/A,-0.48,-0.086,0.37,Technology,Semiconductors,-21.6%,-11.5%,-34.4%,-6.0%
QDEL,Quidel Corporation,18.25,58.9%,1.51,14.7,6.8%,12.11,1.307,-0.96,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,58.4%,-37.9%,152.6%,62.7%
QNST,"QuinStreet, Inc.",6.02,179.9%,0.38,4.3,23.1%,15.84,1.732,-1.49,Miscellaneous,Business Services,141.8%,262.8%,164.5%,150.5%
DFZ,R.G. Barry Corporation,14.96,152.0%,0.97,9.7,10.3%,15.43,1.651,-1.08,Consumer Non-Durables,Shoe Manufacturing,255.7%,48.8%,100.1%,203.2%
RRD,R.R. Donnelley & Sons Company,9.40,4.4%,N/A,26.1,3.8%,-19.54,1.801,-37.55,Miscellaneous,Publishing,1.2%,1.9%,11.5%,3.1%
RADA,Rada Electronics Industries Limited,1.15,-16.3%,N/A,N/A,N/A,-4.39,-0.283,-1.55,Consumer Non-Durables,Electronic Components,-22.1%,-23.2%,-7.9%,-11.9%
RDCM,Radcom Ltd.,2.72,-39.1%,N/A,N/A,N/A,-6.41,-0.517,-1.25,Technology,Computer peripheral equipment,-49.8%,-39.8%,0.7%,-67.4%
ROIA,"Radio One, Inc.",0.75,22.9%,N/A,36.4,2.7%,-14.93,0.593,-20.86,Consumer Services,Broadcasting,88.9%,7.5%,33.6%,-38.3%
ROIAK,"Radio One, Inc.",0.73,22.9%,N/A,36.4,2.7%,-14.93,0.593,-20.86,Consumer Services,Broadcasting,88.9%,7.5%,33.6%,-38.3%
RSYS,RadiSys Corporation,2.20,44.2%,0.34,5.5,18.2%,6.41,0.933,-2.92,Technology,Computer peripheral equipment,2.5%,18.7%,113.1%,42.4%
RDNT,"RadNet, Inc.",2.36,6.0%,N/A,25.4,3.9%,-10.42,0.833,-18.75,Health Care,Medical Specialities,2.7%,6.2%,10.5%,4.7%
RDWR,Radware Ltd.,31.91,51.4%,2.51,27.6,3.6%,12.72,1.090,1.82,Miscellaneous,Business Services,93.4%,105.4%,40.4%,-33.8%
RMKR,"Rainmaker Systems, Inc.",0.75,-28.8%,N/A,N/A,N/A,-2.98,-0.258,-0.40,Consumer Services,Other Consumer Services,-31.5%,-13.2%,-12.9%,-57.6%
RMBS,"Rambus, Inc.",4.83,91.5%,0.42,4.1,24.6%,11.54,1.131,0.23,Technology,Semiconductors,52.7%,272.5%,-59.9%,100.9%
RLOG,"Rand Logistics, Inc.",6.51,0.9%,N/A,130.5,0.8%,-9.28,0.131,-10.60,Consumer Services,Marine Transportation,-1.2%,-0.9%,3.4%,2.4%
GOLD,Randgold Resources Limited,105.43,14.6%,2.87,30.5,3.3%,36.67,3.360,3.07,Basic Industries,Precious Metals,31.5%,3.3%,8.0%,15.6%
RPTP,Raptor Pharmaceutical Corp.,5.31,-3366.7%,N/A,N/A,N/A,-5.84,-0.617,0.34,Consumer Durables,Major Pharmaceuticals,-5628.1%,-3393.1%,-2586.2%,-1859.5%
RAVN,"Raven Industries, Inc.",26.15,59.6%,1.30,12.9,7.8%,20.10,2.118,-1.08,Capital Goods,Specialty Chemicals,57.5%,60.0%,62.3%,58.7%
ROLL,RBC Bearings Incorporated,46.69,26.3%,2.00,19.9,5.0%,23.34,2.356,-0.22,Capital Goods,Metal Fabrications,28.0%,28.2%,19.3%,29.7%
RCMT,"RCM Technologies, Inc.",5.69,72.5%,0.83,8.0,12.6%,6.85,0.569,1.16,Technology,Professional Services,84.4%,138.9%,176.2%,-109.6%
RDA,"RDA Microelectronics, Inc.",10.25,740.4%,0.20,1.2,86.5%,51.70,4.687,4.83,Technology,Semiconductors,1466.0%,225.7%,529.4%,N/A
RLOC,"ReachLocal, Inc.",11.29,190.8%,0.90,9.0,11.1%,12.53,1.249,0.04,Technology,Advertising,148.5%,198.3%,225.6%,N/A
RSOL,"Real Goods Solar, Inc.",0.44,-64.3%,N/A,N/A,N/A,-3.61,-0.260,-1.00,Capital Goods,Building Products,32.8%,-2.3%,-24.0%,-263.6%
RNWK,"RealNetworks, Inc.",7.28,-23.4%,N/A,N/A,N/A,-6.42,-0.865,2.23,Technology,EDP Services,-20.6%,-46.9%,-13.6%,-12.5%
RCON,"Recon Technology, Ltd.",1.75,-836.7%,N/A,N/A,N/A,-12.77,-1.029,-2.48,Energy,Oilfield Services/Equipment,-1012.0%,-227.3%,-1935.2%,-172.4%
RRGB,"Red Robin Gourmet Burgers, Inc.",32.62,3.6%,48.01,26.7,3.7%,0.68,1.915,-18.47,Consumer Services,Restaurants,3.2%,-0.4%,4.1%,7.3%
REED,"Reeds, Inc.",6.67,-44.6%,N/A,N/A,N/A,-2.76,-0.196,-0.80,Consumer Non-Durables,Beverages (Production/Distribution),-56.9%,-28.5%,-34.9%,-58.2%
REGN,"Regeneron Pharmaceuticals, Inc.",180.70,-35.2%,N/A,N/A,N/A,-22.40,-1.918,-3.22,Consumer Durables,Major Pharmaceuticals,-39.8%,15.9%,-50.8%,-66.0%
RGLS,Regulus Therapeutics Inc.,4.81,-369.0%,N/A,N/A,N/A,-2.87,-0.474,1.87,Consumer Durables,Major Pharmaceuticals,-369.0%,N/A,N/A,N/A
REIS,"Reis, Inc",12.75,736.3%,N/A,N/A,N/A,N/A,N/A,-1.06,Miscellaneous,Business Services,813.1%,735.5%,660.4%,N/A
RELV,"Reliv&#39; International, Inc.",1.33,17.0%,0.57,6.1,16.5%,2.34,0.256,-0.22,Consumer Durables,Major Pharmaceuticals,8.0%,8.1%,28.1%,23.8%
MARK,"Remark Media, Inc.",2.14,-952.7%,N/A,N/A,N/A,-18.22,-1.828,0.06,Consumer Services,Telecommunications Equipment,-276.8%,-376.5%,-1040.9%,-2116.6%
EBOD,Renewable Energy Trade Board Corporation,2.04,-68.6%,N/A,N/A,N/A,-3.20,-0.186,-1.33,Technology,Computer Software: Prepackaged Software,-65.8%,-97.5%,-57.6%,-53.3%
RCII,Rent-A-Center Inc.,34.62,19.6%,1.14,10.8,9.3%,30.32,5.333,-23.01,Technology,Diversified Commercial Services,16.9%,15.4%,22.9%,23.2%
RENT,Rentrak Corporation,19.36,30.0%,2.58,26.8,3.7%,7.51,0.706,0.46,Consumer Services,Movies/Entertainment,39.6%,12.4%,13.1%,54.9%
RPRX,Repros Therapeutics Inc.,15.17,-14422.4%,N/A,N/A,N/A,-10.18,-1.036,0.19,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-8967.8%,-4864.9%,-21658.0%,-22198.8%
RJET,"Republic Airways Holdings, Inc.",5.77,-3.2%,N/A,N/A,N/A,-94.99,-2.295,-72.04,Transportation,Air Freight/Delivery Services,-9.0%,-3.8%,-1.3%,1.2%
REFR,Research Frontiers Incorporated,3.64,-199.1%,N/A,N/A,N/A,-1.37,-0.152,0.15,Miscellaneous,Multi-Sector Companies,-205.6%,-198.0%,-232.2%,-160.6%
RIMM,Research in Motion Limited,11.60,157.5%,0.08,1.1,93.8%,137.99,14.148,-3.49,Public Utilities,Telecommunications Equipment,75.1%,165.9%,165.1%,224.0%
RECN,"Resources Connection, Inc.",11.62,81.0%,0.86,8.4,11.9%,13.57,1.204,1.53,Miscellaneous,Business Services,94.3%,74.2%,18.9%,136.6%
RGDX,"Response Genetics, Inc.",1.27,-196.9%,N/A,N/A,N/A,-2.51,-0.237,-0.14,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,-158.4%,-199.2%,-272.3%,-157.9%
MKTG,"Responsys, Inc.",6.36,94.1%,0.69,6.4,15.7%,9.16,0.767,1.49,Technology,Computer Software: Prepackaged Software,89.0%,108.4%,84.9%,N/A
ROIC,Retail Opportunity Investments Corp.,12.82,N/A,N/A,N/A,N/A,N/A,N/A,-3.94,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
RVLT,"Revolution Lighting Technologies, Inc.",0.60,-117.3%,N/A,N/A,N/A,-1.12,-0.110,-0.02,Basic Industries,Telecommunications Equipment,-116.2%,-121.9%,-128.4%,-102.6%
REXX,Rex Energy Corporation,12.34,-1.0%,N/A,N/A,N/A,-6.57,-0.114,-5.43,Energy,Oil & Gas Production,7.5%,-3.9%,-6.9%,-0.7%
RFIL,"RF Industries, Ltd.",4.40,73.0%,0.80,7.9,12.6%,5.52,0.534,0.18,Capital Goods,Electrical Products,7.0%,110.9%,73.1%,101.1%
RFMD,"RF Micro Devices, Inc.",4.29,13.7%,1.10,11.0,9.1%,3.90,0.387,0.03,Technology,Semiconductors,8.5%,18.8%,N/A,-2.0%
RGCO,RGC Resources Inc.,17.93,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,Public Utilities,Oil & Gas Production,0.2%,-2.0%,11.2%,-7.2%
RELL,"Richardson Electronics, Ltd.",11.12,-40.7%,12.98,N/A,N/A,0.86,-0.855,9.41,Consumer Non-Durables,Electronic Components,-195.4%,-5.7%,29.6%,8.9%
RICK,"Rick&#39;s Cabaret International, Inc.",8.01,26.7%,0.49,6.3,15.9%,16.44,2.278,-6.34,Consumer Services,Restaurants,23.1%,14.7%,11.3%,57.6%
RIGL,"Rigel Pharmaceuticals, Inc.",8.35,-314.5%,N/A,N/A,N/A,-5.75,-0.835,2.61,Consumer Durables,Major Pharmaceuticals,-340.3%,245.0%,-550.7%,-611.9%
RNET,"RigNet, Inc.",19.29,36.1%,0.90,9.1,11.0%,21.32,2.161,-0.28,Consumer Services,Telecommunications Equipment,20.9%,36.0%,51.4%,N/A
RIMG,Rimage Corporation,6.86,107.3%,0.29,1.7,60.5%,23.27,1.966,3.61,Technology,Computer peripheral equipment,40.3%,88.2%,127.7%,172.8%
RITT,RIT Technologies Ltd.,4.05,-127.0%,N/A,N/A,N/A,-7.41,-0.669,-0.72,Consumer Durables,Telecommunications Equipment,-149.1%,-107.8%,-193.2%,-57.7%
RVBD,"Riverbed Technology, Inc.",17.66,318.1%,1.07,10.8,9.3%,16.48,1.550,0.98,Technology,Computer Communications Equipment,413.7%,355.6%,266.4%,236.8%
RMTI,"Rockwell Medical, Inc.",7.28,-57.3%,N/A,N/A,N/A,-2.28,-0.246,0.18,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-130.9%,15.1%,-30.1%,-83.5%
RCKY,"Rocky Brands, Inc.",13.32,22.8%,1.12,10.8,9.3%,11.84,1.901,-7.16,Consumer Non-Durables,Shoe Manufacturing,5.7%,17.0%,48.9%,19.6%
RMCF,"Rocky Mountain Chocolate Factory, Inc.",10.35,38.4%,0.93,9.3,10.7%,11.11,1.133,-0.22,Consumer Non-Durables,Specialty Foods,43.6%,32.7%,46.2%,31.2%
RSTI,"Rofin-Sinar Technologies, Inc.",21.17,37.8%,N/A,N/A,N/A,N/A,N/A,-2.05,Energy,Industrial Machinery/Components,38.2%,41.9%,47.9%,23.3%
ROSG,Rosetta Genomics Ltd.,4.83,-560.9%,N/A,N/A,N/A,-14.37,-1.421,-0.17,Consumer Durables,Major Pharmaceuticals,-414.5%,-589.4%,-550.4%,-689.3%
ROSE,Rosetta Resources Inc.,44.82,1.0%,N/A,109.4,0.9%,-2.57,0.477,-7.34,Energy,Oil & Gas Production,5.6%,-0.0%,-8.2%,6.7%
ROST,"Ross Stores, Inc.",56.37,44.2%,1.25,12.3,8.2%,45.01,5.009,-5.09,Consumer Services,Clothing/Shoe/Accessory Stores,46.5%,41.1%,52.7%,36.7%
ROVI,Rovi Corporation,16.00,176.6%,1.10,10.7,9.4%,14.50,2.256,-8.06,Consumer Services,Newspapers/Magazines,221.7%,169.7%,192.2%,122.8%
RGLD,"Royal Gold, Inc.",81.63,2.5%,12.84,99.2,1.0%,6.36,0.844,-2.08,Basic Industries,Precious Metals,1.5%,1.7%,1.8%,5.1%
ROYL,"Royale Energy, Inc.",3.21,-11.7%,N/A,N/A,N/A,-4.77,-0.388,-0.89,Energy,Oil & Gas Production,-10.0%,-2.2%,-15.4%,-19.4%
RPXC,RPX Corporation,9.05,79580.3%,0.02,0.2,613.9%,442.40,44.053,1.87,Miscellaneous,Multi-Sector Companies,18750.0%,194494.5%,25496.3%,N/A
RRST,RRSat Global Communications Network Ltd.,6.30,38.8%,0.36,3.6,27.7%,17.65,1.776,-0.11,Consumer Services,Telecommunications Equipment,17.3%,14.1%,39.6%,84.2%
RTIX,"RTI Biologics, Inc.",4.40,8.9%,3.77,33.6,3.0%,1.17,0.137,-0.20,Health Care,Industrial Specialties,29.0%,27.7%,-12.3%,-8.8%
RBCN,"Rubicon Technology, Inc.",6.45,8.9%,0.90,8.9,11.3%,7.13,0.610,1.03,Technology,Semiconductors,28.5%,29.1%,-15.9%,-6.1%
RTEC,"Rudolph Technologies, Inc.",11.06,32.3%,1.72,22.0,4.5%,6.43,0.385,2.58,Capital Goods,Industrial Machinery/Components,102.3%,49.7%,-48.1%,25.4%
RUE,"rue21, inc.",29.13,52.2%,0.68,7.2,13.9%,42.55,4.796,-5.42,Consumer Services,Clothing/Shoe/Accessory Stores,48.7%,52.8%,55.2%,52.0%
RUTH,"Ruth&#39;s Hospitality Group, Inc.",7.51,5.7%,N/A,34.5,2.9%,-0.56,0.329,-3.85,Consumer Services,Restaurants,10.8%,13.4%,3.6%,-4.9%
SANW,S&W Seed Company,7.30,-104.9%,N/A,N/A,N/A,-3.34,-0.414,0.80,Consumer Non-Durables,Farming/Seeds/Milling,-1.7%,-191.2%,-121.8%,N/A
SABA,"Saba Software, Inc.",7.61,40.7%,4.62,29.0,3.4%,1.65,0.313,-1.48,Technology,Computer Software: Prepackaged Software,12.7%,50.9%,67.8%,31.3%
SBRA,"Sabra Healthcare REIT, Inc.",21.79,N/A,N/A,N/A,N/A,N/A,N/A,-10.11,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SGNT,"Sagent Pharmaceuticals, Inc.",15.04,-1790.8%,N/A,N/A,N/A,-9.88,-1.120,1.32,Consumer Durables,Major Pharmaceuticals,-1308.0%,-2273.6%,N/A,N/A
SAIA,"Saia, Inc.",21.04,-2.8%,N/A,N/A,N/A,-28.78,-1.159,-17.19,Transportation,Trucking Freight/Courier Services,0.6%,-6.2%,-8.8%,3.3%
SALM,Salem Communications Corporation,5.31,2.7%,N/A,76.1,1.3%,-12.05,0.263,-14.67,Consumer Services,Broadcasting,6.2%,1.1%,5.5%,-2.0%
SLXP,"Salix Pharmaceuticals, Ltd.",42.66,20.8%,N/A,347.4,0.3%,-6.54,0.146,-8.00,Consumer Durables,Major Pharmaceuticals,542.2%,156.4%,-430.1%,-185.2%
SAFM,"Sanderson Farms, Inc.",48.05,-5.2%,N/A,N/A,N/A,-40.04,-2.130,-18.74,Consumer Non-Durables,Meat/Poultry/Fish,-40.7%,23.9%,18.8%,-22.8%
SNDK,SanDisk Corporation,39.53,100.9%,0.87,8.7,11.5%,45.52,4.661,-1.10,Technology,Electronic Components,155.8%,171.3%,56.6%,20.2%
SGMO,"Sangamo BioSciences, Inc.",5.46,-469.0%,N/A,N/A,N/A,-2.38,-0.383,1.45,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-700.0%,-792.7%,-97.4%,-286.1%
SANM,Sanmina Corporation,9.76,-3.8%,N/A,N/A,N/A,-31.59,-0.965,-21.95,Technology,Electrical Products,-5.9%,3.2%,-13.2%,0.8%
SNTS,"Santarus, Inc.",9.86,107.5%,21.24,181.1,0.6%,0.46,0.055,-0.08,Consumer Durables,Major Pharmaceuticals,245.5%,-932.7%,1346.3%,-229.0%
SPNS,Sapiens International Corporation N.V.,3.84,53.5%,1.53,14.4,7.0%,2.51,0.305,-0.54,Technology,Computer Software: Prepackaged Software,32.8%,60.7%,71.9%,48.4%
SAPE,Sapient Corporation,10.22,86.7%,1.05,10.4,9.6%,9.78,0.987,-0.09,Technology,EDP Services,135.1%,108.0%,-17.3%,121.2%
SRPT,"Sarepta Therapeutics, Inc.",29.90,-96.5%,N/A,N/A,N/A,-6.94,-0.759,0.65,Consumer Durables,Major Pharmaceuticals,-149.0%,-102.2%,-58.6%,-76.2%
SVNT,Savient Pharmaceuticals Inc,1.23,-1469.9%,N/A,N/A,N/A,-10.39,-0.990,-0.49,Consumer Durables,Specialty Chemicals,-3197.4%,-1236.6%,-724.4%,-721.1%
SBAC,SBA Communications Corporation,68.42,-0.7%,N/A,N/A,N/A,-29.41,-0.149,-27.93,Consumer Services,Telecommunications Equipment,-0.3%,-1.6%,-0.2%,-0.5%
SCSC,"ScanSource, Inc.",29.73,95.5%,3.53,17.8,5.6%,8.41,2.723,-18.82,Technology,Retail: Computer Software & Peripheral Equipment,132.7%,81.2%,-115.7%,283.7%
SCGQ,SCG Financial Acquisition Corp,9.89,N/A,N/A,N/A,N/A,N/A,N/A,-0.19,Finance,Business Services,N/A,N/A,N/A,N/A
SMIT,"Schmitt Industries, Inc.",3.02,-24.4%,N/A,N/A,N/A,-2.35,-0.277,0.41,Capital Goods,Industrial Machinery/Components,-4.4%,-28.6%,-23.4%,-41.2%
SCHN,"Schnitzer Steel Industries, Inc.",27.70,14.9%,0.68,7.9,12.6%,40.68,6.216,-21.48,Consumer Durables,Industrial Specialties,15.2%,12.7%,6.0%,25.6%
SCHL,Scholastic Corporation,28.57,27.1%,0.61,7.3,13.7%,46.82,6.720,-20.37,Consumer Services,Books,30.3%,26.8%,35.0%,16.5%
SCHS,"School Specialty, Inc.",1.38,22.4%,3.11,10.4,9.6%,0.44,2.104,-20.60,Consumer Services,Office Equipment/Supplies/Services,0.6%,-17.2%,63.2%,43.1%
SCLN,"SciClone Pharmaceuticals, Inc.",4.33,510.3%,1.45,15.0,6.7%,2.99,0.268,0.30,Consumer Durables,Major Pharmaceuticals,1288.4%,997.8%,-1.1%,-243.9%
SGMS,Scientific Games Corp,8.37,17.8%,N/A,16.5,6.0%,-2.44,1.653,-18.97,Technology,EDP Services,14.1%,31.8%,13.0%,12.4%
SQI,"SciQuest, Inc.",15.62,200.2%,2.15,20.9,4.8%,7.27,0.765,-0.39,Technology,Computer Software: Prepackaged Software,345.6%,153.1%,101.8%,N/A
SEAC,"SeaChange International, Inc.",9.15,7.1%,4.31,43.9,2.3%,2.12,0.207,0.05,Technology,Radio And Television Broadcasting And Communications Equipment,5.8%,3.6%,-0.1%,19.0%
STX,Seagate Technology.,25.36,18.4%,0.93,9.5,10.5%,27.39,3.905,-11.65,Technology,Electronic Components,34.5%,9.5%,20.2%,9.4%
SHIP,Seanergy Maritime Holdings Corp,1.35,-2.4%,N/A,N/A,N/A,-40.44,-1.349,-26.95,Transportation,Marine Transportation,-6.0%,-3.4%,2.2%,N/A
SHLD,Sears Holdings Corporation,42.11,-1.2%,N/A,N/A,N/A,-165.32,-1.230,-153.03,Consumer Services,Department/Specialty Retail Stores,-0.3%,-8.7%,4.9%,-0.5%
SGEN,"Seattle Genetics, Inc.",25.52,-226.0%,N/A,N/A,N/A,-7.40,-0.844,1.04,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-376.4%,12.4%,-246.6%,-293.4%
SEIC,SEI Investments Company,22.11,121.8%,0.96,9.5,10.5%,23.11,2.198,1.13,Finance,Investment Bankers/Brokers/Service,110.0%,110.3%,139.9%,127.1%
SCSS,Select Comfort Corporation,26.29,30.8%,2.70,27.1,3.7%,9.72,0.967,0.05,Consumer Durables,Home Furnishings,66.4%,49.1%,17.6%,-9.8%
SLTC,"Selectica, Inc.",5.33,-59.2%,N/A,N/A,N/A,-7.12,-0.750,0.38,Technology,Computer Software: Prepackaged Software,-66.3%,24.7%,-119.0%,-76.2%
LEDS,SemiLEDS Corporation,1.11,0.9%,0.43,-45.3,-2.2%,2.57,0.026,2.30,Technology,Semiconductors,-12.7%,14.6%,N/A,N/A
SMTC,Semtech Corporation,27.81,84.8%,1.20,12.3,8.1%,23.20,1.996,3.25,Technology,Semiconductors,68.3%,82.4%,106.1%,82.6%
SNMX,"Senomyx, Inc.",1.71,-34.3%,N/A,N/A,N/A,-2.12,-0.249,0.38,Health Care,Biotechnology: Commercial Physical & Biological Resarch,-62.5%,73.1%,-45.9%,-101.8%
SQNM,"Sequenom, Inc.",4.92,-142.8%,N/A,N/A,N/A,-6.52,-0.687,0.35,Capital Goods,Industrial Machinery/Components,-135.5%,-123.0%,-166.7%,-146.1%
